ano_letivo,ra,nome,ano_nasc,idade,genero,pedra
2020,RA-406,Aluno-406,2009,11,Feminino,Ametista
2020,RA-410,Aluno-410,2008,12,Masculino,Quartzo
2020,RA-411,Aluno-411,2010,10,Feminino,Ametista
2020,RA-412,Aluno-412,2010,10,Feminino,Agata
2020,RA-415,Aluno-415,2011,9,Feminino,Topazio
2020,RA-416,Aluno-416,2010,10,Masculino,Ametista
2020,RA-418,Aluno-418,2012,8,Feminino,Topazio
2020,RA-419,Aluno-419,2010,10,Feminino,Ametista
2020,RA-420,Aluno-420,2011,9,Feminino,Topazio
2020,RA-429,Aluno-429,2009,11,Masculino,Ametista
2020,RA-432,Aluno-432,2008,12,Feminino,Quartzo
2020,RA-441,Aluno-441,2011,9,Feminino,Topazio
2020,RA-443,Aluno-443,2009,11,Feminino,Ametista
2020,RA-444,Aluno-444,2011,9,Masculino,Agata
2020,RA-446,Aluno-446,2009,11,Feminino,Agata
2020,RA-451,Aluno-451,2009,11,Feminino,Ametista
2020,RA-454,Aluno-454,2008,12,Masculino,Quartzo
2020,RA-458,Aluno-458,2009,11,Masculino,Ametista
2020,RA-459,Aluno-459,2010,10,Masculino,Ametista
2020,RA-461,Aluno-461,2010,10,Feminino,Ametista
2020,RA-463,Aluno-463,2010,10,Feminino,Quartzo
2020,RA-465,Aluno-465,2011,9,Masculino,Topazio
2020,RA-470,Aluno-470,2009,11,Feminino,Ametista
2020,RA-471,Aluno-471,2009,11,Feminino,Agata
2020,RA-473,Aluno-473,2010,10,Masculino,Ametista
2020,RA-474,Aluno-474,2009,11,Masculino,Ametista
2020,RA-476,Aluno-476,2010,10,Feminino,Agata
2020,RA-478,Aluno-478,2010,10,Feminino,Ametista
2020,RA-479,Aluno-479,2012,8,Masculino,Topazio
2020,RA-483,Aluno-483,2011,9,Feminino,Ametista
2020,RA-485,Aluno-485,2012,8,Masculino,Topazio
2020,RA-486,Aluno-486,2012,8,Feminino,Topazio
2020,RA-487,Aluno-487,2012,8,Feminino,Topazio
2020,RA-493,Aluno-493,2013,7,Feminino,Topazio
2020,RA-496,Aluno-496,2011,9,Masculino,Quartzo
2020,RA-497,Aluno-497,2009,11,Feminino,Quartzo
2020,RA-498,Aluno-498,2011,9,Feminino,Ametista
2020,RA-499,Aluno-499,2012,8,Masculino,Agata
2020,RA-500,Aluno-500,2012,8,Feminino,Topazio
2020,RA-503,Aluno-503,2012,8,Masculino,Topazio
2020,RA-505,Aluno-505,2011,9,Feminino,Topazio
2020,RA-506,Aluno-506,2010,10,Masculino,Ametista
2020,RA-509,Aluno-509,2010,10,Feminino,Ametista
2020,RA-516,Aluno-516,2013,7,Masculino,Topazio
2020,RA-517,Aluno-517,2010,10,Feminino,Ametista
2020,RA-524,Aluno-524,2011,9,Masculino,Ametista
2020,RA-529,Aluno-529,2010,10,Masculino,Agata
2020,RA-530,Aluno-530,2012,8,Masculino,Topazio
2020,RA-535,Aluno-535,2012,8,Feminino,Topazio
2020,RA-536,Aluno-536,2012,8,Feminino,Topazio
2020,RA-540,Aluno-540,2012,8,Feminino,Topazio
2020,RA-542,Aluno-542,2011,9,Feminino,Ametista
2020,RA-545,Aluno-545,2009,11,Masculino,Ametista
2020,RA-547,Aluno-547,2011,9,Feminino,Agata
2020,RA-548,Aluno-548,2010,10,Masculino,Ametista
2020,RA-551,Aluno-551,2010,10,Feminino,Ametista
2020,RA-553,Aluno-553,2011,9,Feminino,Ametista
2020,RA-554,Aluno-554,2010,10,Masculino,Quartzo
2020,RA-555,Aluno-555,2010,10,Masculino,Ametista
2020,RA-556,Aluno-556,2011,9,Feminino,Topazio
2020,RA-557,Aluno-557,2012,8,Masculino,Ametista
2020,RA-560,Aluno-560,2011,9,Masculino,Agata
2020,RA-563,Aluno-563,2011,9,Feminino,Topazio
2020,RA-564,Aluno-564,2009,11,Masculino,Agata
2020,RA-567,Aluno-567,2011,9,Masculino,Ametista
2020,RA-568,Aluno-568,2008,12,Masculino,Ametista
2020,RA-569,Aluno-569,2010,10,Feminino,Ametista
2020,RA-570,Aluno-570,2012,8,Feminino,Topazio
2020,RA-571,Aluno-571,2011,9,Feminino,Ametista
2020,RA-573,Aluno-573,2011,9,Masculino,Ametista
2020,RA-575,Aluno-575,2010,10,Masculino,Ametista
2020,RA-578,Aluno-578,2012,8,Masculino,Ametista
2020,RA-580,Aluno-580,2012,8,Feminino,Topazio
2020,RA-581,Aluno-581,2012,8,Masculino,Ametista
2020,RA-583,Aluno-583,2010,10,Feminino,Ametista
2020,RA-584,Aluno-584,2012,8,Feminino,Topazio
2020,RA-585,Aluno-585,2013,7,Feminino,Agata
2020,RA-590,Aluno-590,2012,8,Feminino,Ametista
2020,RA-592,Aluno-592,2012,8,Feminino,Ametista
2020,RA-595,Aluno-595,2010,10,Masculino,Agata
2020,RA-602,Aluno-602,2011,9,Masculino,Ametista
2020,RA-609,Aluno-609,2011,9,Masculino,Ametista
2020,RA-613,Aluno-613,2009,11,Masculino,Ametista
2020,RA-615,Aluno-615,2013,7,Feminino,Topazio
2020,RA-616,Aluno-616,2010,10,Masculino,Agata
2020,RA-618,Aluno-618,2009,11,Masculino,Ametista
2020,RA-621,Aluno-621,2012,8,Masculino,Topazio
2020,RA-622,Aluno-622,2010,10,Feminino,Quartzo
2020,RA-633,Aluno-633,2011,9,Feminino,Ametista
2020,RA-638,Aluno-638,2013,7,Feminino,Topazio
2020,RA-646,Aluno-646,2009,11,Masculino,Ametista
2020,RA-648,Aluno-648,2010,10,Masculino,Ametista
2020,RA-649,Aluno-649,2010,10,Feminino,Agata
2020,RA-655,Aluno-655,2010,10,Feminino,Ametista
2020,RA-656,Aluno-656,2011,9,Feminino,Topazio
2020,RA-679,Aluno-679,2012,8,Masculino,Ametista
2020,RA-680,Aluno-680,2012,8,Feminino,Ametista
2020,RA-707,Aluno-707,2012,8,Feminino,Ametista
2020,RA-710,Aluno-710,2012,8,Masculino,Ametista
2020,RA-712,Aluno-712,2011,9,Masculino,Quartzo
2020,RA-714,Aluno-714,2011,9,Masculino,Agata
2020,RA-731,Aluno-731,2012,8,Feminino,Ametista
2020,RA-750,Aluno-750,2012,8,Masculino,Agata
2020,RA-766,Aluno-766,2011,9,Feminino,Ametista
2020,RA-786,Aluno-786,2011,9,Masculino,Quartzo
2021,RA-1,Aluno-1,2003,18,Feminino,Ametista
2021,RA-2,Aluno-2,2005,16,Feminino,Ametista
2021,RA-3,Aluno-3,2005,16,Feminino,Ametista
2021,RA-4,Aluno-4,2005,16,Masculino,Ametista
2021,RA-5,Aluno-5,2005,16,Feminino,Ametista
2021,RA-6,Aluno-6,2004,17,Feminino,Agata
2021,RA-7,Aluno-7,2004,17,Masculino,Ametista
2021,RA-8,Aluno-8,2002,19,Feminino,Agata
2021,RA-9,Aluno-9,2004,17,Feminino,Ametista
2021,RA-10,Aluno-10,2004,17,Feminino,Agata
2021,RA-11,Aluno-11,2004,17,Feminino,Agata
2021,RA-12,Aluno-12,2005,16,Feminino,Agata
2021,RA-13,Aluno-13,2004,17,Masculino,Ametista
2021,RA-22,Aluno-22,2005,16,Feminino,Agata
2021,RA-23,Aluno-23,2005,16,Masculino,Ametista
2021,RA-24,Aluno-24,2005,16,Feminino,Topazio
2021,RA-25,Aluno-25,2005,16,Feminino,Topazio
2021,RA-27,Aluno-27,2005,16,Masculino,Ametista
2021,RA-28,Aluno-28,2005,16,Feminino,Ametista
2021,RA-30,Aluno-30,2006,15,Feminino,Ametista
2021,RA-31,Aluno-31,2005,16,Feminino,Topazio
2021,RA-32,Aluno-32,2006,15,Feminino,Ametista
2021,RA-33,Aluno-33,2005,16,Feminino,Ametista
2021,RA-34,Aluno-34,2005,16,Masculino,Ametista
2021,RA-35,Aluno-35,2005,16,Feminino,Topazio
2021,RA-36,Aluno-36,2005,16,Feminino,Ametista
2021,RA-37,Aluno-37,2005,16,Feminino,Agata
2021,RA-38,Aluno-38,2005,16,Feminino,Ametista
2021,RA-39,Aluno-39,2006,15,Feminino,Ametista
2021,RA-40,Aluno-40,2006,15,Feminino,Agata
2021,RA-41,Aluno-41,2005,16,Masculino,Agata
2021,RA-42,Aluno-42,2007,14,Masculino,Ametista
2021,RA-43,Aluno-43,2006,15,Feminino,Agata
2021,RA-44,Aluno-44,2005,16,Feminino,Ametista
2021,RA-45,Aluno-45,2007,14,Feminino,Topazio
2021,RA-48,Aluno-48,2007,14,Feminino,Ametista
2021,RA-52,Aluno-52,2009,12,Masculino,Ametista
2021,RA-55,Aluno-55,2006,15,Feminino,Ametista
2021,RA-56,Aluno-56,2007,14,Feminino,Topazio
2021,RA-57,Aluno-57,2006,15,Masculino,Ametista
2021,RA-58,Aluno-58,2007,14,Masculino,Topazio
2021,RA-60,Aluno-60,2004,17,Feminino,Quartzo
2021,RA-61,Aluno-61,2007,14,Masculino,Agata
2021,RA-63,Aluno-63,2006,15,Masculino,Ametista
2021,RA-64,Aluno-64,2006,15,Masculino,Topazio
2021,RA-67,Aluno-67,2006,15,Feminino,Agata
2021,RA-68,Aluno-68,2006,15,Masculino,Agata
2021,RA-69,Aluno-69,2006,15,Masculino,Ametista
2021,RA-70,Aluno-70,2006,15,Feminino,Quartzo
2021,RA-71,Aluno-71,2005,16,Feminino,Ametista
2021,RA-76,Aluno-76,2007,14,Feminino,Topazio
2021,RA-77,Aluno-77,2006,15,Masculino,Quartzo
2021,RA-78,Aluno-78,2005,16,Masculino,Agata
2021,RA-79,Aluno-79,2006,15,Feminino,Agata
2021,RA-80,Aluno-80,2006,15,Feminino,Topazio
2021,RA-81,Aluno-81,2008,13,Feminino,Topazio
2021,RA-84,Aluno-84,2005,16,Feminino,Ametista
2021,RA-86,Aluno-86,2006,15,Masculino,Ametista
2021,RA-87,Aluno-87,2007,14,Masculino,Ametista
2021,RA-88,Aluno-88,2005,16,Masculino,Ametista
2021,RA-89,Aluno-89,2006,15,Masculino,Quartzo
2021,RA-90,Aluno-90,2009,12,Feminino,Topazio
2021,RA-91,Aluno-91,2006,15,Feminino,Ametista
2021,RA-92,Aluno-92,2006,15,Feminino,Ametista
2021,RA-93,Aluno-93,2007,14,Feminino,Topazio
2021,RA-94,Aluno-94,2007,14,Feminino,Topazio
2021,RA-96,Aluno-96,2006,15,Masculino,Ametista
2021,RA-97,Aluno-97,2007,14,Feminino,Agata
2021,RA-98,Aluno-98,2007,14,Feminino,Topazio
2021,RA-99,Aluno-99,2006,15,Masculino,Agata
2021,RA-100,Aluno-100,2009,12,Feminino,Topazio
2021,RA-101,Aluno-101,2007,14,Feminino,Ametista
2021,RA-102,Aluno-102,2008,13,Masculino,Ametista
2021,RA-103,Aluno-103,2009,12,Feminino,Ametista
2021,RA-105,Aluno-105,2005,16,Masculino,Ametista
2021,RA-106,Aluno-106,2007,14,Feminino,Ametista
2021,RA-107,Aluno-107,2007,14,Feminino,Agata
2021,RA-108,Aluno-108,2005,16,Feminino,Agata
2021,RA-109,Aluno-109,2006,15,Masculino,Ametista
2021,RA-110,Aluno-110,2008,13,Masculino,Topazio
2021,RA-111,Aluno-111,2009,12,Feminino,Topazio
2021,RA-112,Aluno-112,2007,14,Feminino,Ametista
2021,RA-113,Aluno-113,2007,14,Feminino,Agata
2021,RA-115,Aluno-115,2006,15,Feminino,Ametista
2021,RA-116,Aluno-116,2006,15,Feminino,Agata
2021,RA-118,Aluno-118,2008,13,Feminino,Ametista
2021,RA-119,Aluno-119,2008,13,Feminino,Agata
2021,RA-120,Aluno-120,2007,14,Masculino,Ametista
2021,RA-121,Aluno-121,2006,15,Feminino,Agata
2021,RA-122,Aluno-122,2008,13,Feminino,Quartzo
2021,RA-123,Aluno-123,2006,15,Masculino,Ametista
2021,RA-124,Aluno-124,2008,13,Masculino,Ametista
2021,RA-126,Aluno-126,2007,14,Masculino,Ametista
2021,RA-128,Aluno-128,2007,14,Masculino,Agata
2021,RA-129,Aluno-129,2007,14,Masculino,Ametista
2021,RA-130,Aluno-130,2006,15,Feminino,Agata
2021,RA-131,Aluno-131,2007,14,Feminino,Ametista
2021,RA-132,Aluno-132,2008,13,Feminino,Ametista
2021,RA-133,Aluno-133,2007,14,Feminino,Quartzo
2021,RA-134,Aluno-134,2007,14,Feminino,Agata
2021,RA-135,Aluno-135,2007,14,Feminino,Ametista
2021,RA-136,Aluno-136,2007,14,Masculino,Agata
2021,RA-137,Aluno-137,2005,16,Feminino,Agata
2021,RA-138,Aluno-138,2007,14,Masculino,Agata
2021,RA-139,Aluno-139,2005,16,Masculino,Agata
2021,RA-140,Aluno-140,2008,13,Feminino,Ametista
2021,RA-141,Aluno-141,2008,13,Masculino,Agata
2021,RA-142,Aluno-142,2008,13,Feminino,Agata
2021,RA-143,Aluno-143,2009,12,Masculino,Topazio
2021,RA-144,Aluno-144,2008,13,Feminino,Quartzo
2021,RA-145,Aluno-145,2006,15,Masculino,Agata
2021,RA-150,Aluno-150,2006,15,Feminino,Ametista
2021,RA-151,Aluno-151,2006,15,Feminino,Ametista
2021,RA-153,Aluno-153,2008,13,Feminino,Ametista
2021,RA-154,Aluno-154,2007,14,Masculino,Agata
2021,RA-156,Aluno-156,2007,14,Masculino,Agata
2021,RA-157,Aluno-157,2010,11,Feminino,Topazio
2021,RA-158,Aluno-158,2005,16,Feminino,Ametista
2021,RA-159,Aluno-159,2007,14,Feminino,Ametista
2021,RA-160,Aluno-160,2007,14,Feminino,Agata
2021,RA-161,Aluno-161,2011,10,Feminino,Ametista
2021,RA-162,Aluno-162,2008,13,Feminino,Agata
2021,RA-163,Aluno-163,2007,14,Feminino,Agata
2021,RA-164,Aluno-164,2006,15,Masculino,Agata
2021,RA-165,Aluno-165,2008,13,Feminino,Ametista
2021,RA-166,Aluno-166,2008,13,Masculino,Ametista
2021,RA-167,Aluno-167,2006,15,Feminino,Ametista
2021,RA-168,Aluno-168,2007,14,Feminino,Ametista
2021,RA-169,Aluno-169,2007,14,Feminino,Agata
2021,RA-170,Aluno-170,2008,13,Feminino,Ametista
2021,RA-172,Aluno-172,2008,13,Feminino,Topazio
2021,RA-173,Aluno-173,2005,16,Masculino,Ametista
2021,RA-174,Aluno-174,2007,14,Feminino,Agata
2021,RA-175,Aluno-175,2007,14,Feminino,Ametista
2021,RA-176,Aluno-176,2009,12,Feminino,Ametista
2021,RA-178,Aluno-178,2009,12,Feminino,Ametista
2021,RA-180,Aluno-180,2010,11,Masculino,Topazio
2021,RA-181,Aluno-181,2009,12,Feminino,Ametista
2021,RA-182,Aluno-182,2006,15,Feminino,Quartzo
2021,RA-184,Aluno-184,2006,15,Masculino,Ametista
2021,RA-185,Aluno-185,2007,14,Masculino,Quartzo
2021,RA-186,Aluno-186,2009,12,Feminino,Ametista
2021,RA-187,Aluno-187,2010,11,Feminino,Topazio
